location,mean_lat,mean_lon,listing_count
wazir town,33.59555250166667,73.11690277416668,12
p & d housing society,31.424650180833336,74.19140585250001,12
bahar colony,32.16790351416667,73.89925087083333,12
jaranwala,31.331994423333338,73.41834367083334,12
dubai town,31.414161250000003,74.231943,12
sant nagar,31.569608614999996,74.2957313625,12
kalma chowk,33.22787183333333,73.25418316666666,12
asf tower,24.95194674833333,67.158678425,12
canal park,31.404891753333334,73.08621101166666,12
aslam shaheed road,33.56801805083334,73.04719269083333,12
safari view residencia,33.57898,73.11293333333333,12
shalimar park,31.376022028333335,73.09104163,12
sunny park,31.452755,74.258437,12
fort villas,31.486064083333332,74.37807133333334,12
khuda ki basti,25.0323684775,67.09438357583333,12
gulbahar scheme,33.5891215,73.12704366666667,12
shahbaz town,31.413925986666666,73.03905796666666,12
meherban colony,33.659014175,73.15227325833332,12
transformer chowk,33.633484,73.08767275,12
gul-e-damin,31.426685916666667,74.28464408333333,12
kehkishan colony no 1,31.402367,73.134513,11
khanna road,33.628480914545456,73.1020752,11
d-18,33.65185443363636,72.84208536,11
sultan town,31.460297,74.240441,11
lasani town,31.464700641818183,73.07894376181818,11
air avenue city,31.391486999999998,72.995389,11
sitara colony,31.38610427272727,73.27653272727274,11
riwaz garden,31.55970995272727,74.30330577999999,11
bhatta chowk,31.487440828181818,74.41206032727273,11
punjab government servant housing foundation (pgshf),33.517469,73.046617,11
professors colony,33.636346,73.103449,11
ashraf colony,33.55856209090909,73.02654454545454,11
rustam park,31.544218,74.29249418181818,11
defence colony,33.623169081818176,73.10883205636364,11
ravi road,31.59407681818182,74.30269836363637,11
beacon house society,31.36184608363636,74.2212299590909,11
numaish chowrangi,24.87334690909091,67.03637636363636,11
new afzal town,33.59034881818182,73.10613454545454,11
smd homes,31.487271,73.090933,11
manghopir road,24.948143496363638,67.02175528636363,11
chenab gardens,31.346967000000003,73.077707,11
shahzad colony,31.395879,73.111181,11
gulshan rehman,31.386574,73.117722,11
race course,33.604415,73.035947,10
raj garh,31.558736595,74.297873512,10
zubaida park,31.532236,74.290826,10
e-14,33.66964,72.923294,10
britto road,24.878693598,67.033955155,10
national highway,24.862219,67.284222,10
rajgarh road,31.559832,74.301233,10
dhoke hassu,33.049786,73.120357,10
canal expressway,31.4998084,73.1927602,10
chak 209 rb akalgarh,31.413841,73.180059,10
khayaban-e-manzoor,31.397612,73.174014,10
kashmir colony,24.837671800000003,67.07654840000001,10
gulshan-e-usman housing society,24.979596100000002,67.18505880000001,10
salli town,31.555498912,74.412460033,10
shah khalid colony,33.603968200000004,73.1139636,10
chaman park,31.567912,74.399192,10
shahrah-e-pakistan,24.934436,67.072266,10
guldasht town,31.543861822000004,74.419669627,10
shama road,31.540804480000002,74.314361331,10
shoukat town,31.458686,74.359331,10
shaheed-e-millat expressway,24.851699228,67.0833044,10
kemari town,24.840203259,66.94774324,10
kehkishan colony no 2,31.405151,73.136315,10
tricon village,31.409618899999998,74.16612540000001,10
ahmadabad,31.445315965000002,73.111681891,10
stadium road,26.625898874999997,68.457349122,10
amil colony,24.884240127,67.028134414,10
shadab colony,31.405964761,73.035176216,10
spring valley,33.733733066666666,73.19654904777778,9
green park,31.503763,74.243489,9
lahore press club housing scheme,31.57987209,74.45039366555555,9
ghausia colony,31.488325555555555,74.36390333333333,9
khalid abad,31.410498,73.071685,9
gulshan-e-areesha,24.94030311111111,67.14647799999999,9
shera kot,31.540746999999996,74.277511,9
shah kamal road,31.52602207111111,74.30725148222223,9
tariqabad,31.425221000000004,73.102255,9
gulberg valley,31.407580000000003,73.15506733333334,9
al-amin housing society,31.480609,74.42101,9
sodiwal,31.70343185222222,74.03662900666667,9
air force housing society,33.622267,73.100574,9
ghous-e-azam road,33.55651165888889,73.01128938888888,9
chah miran,31.58914655555556,74.344864,9
mian amiruddin park,31.553758,74.405465,9
model colony,32.45322622222222,73.79108766666667,9
sakhi hassan chowrangi,24.954203,67.057675,9
angoori bagh,31.58263,74.384136,9
defence garden,26.310820111111113,68.67867844444443,9
bmchs,24.883046,67.064663,9
naval colony,24.933356777777778,66.9766778888889,9
national garden housing scheme,33.439723,72.886186,9
dhoke khabba,33.615273888888886,73.07794177777777,9
immad garden housing scheme,31.358657,74.3778,9
dhoke gangal,33.499095,72.980756,9
nishtar road (lawrence road),24.883831354444446,67.02861568444445,9
askari 3,33.5874,73.081523,9
abdullah haroon road,24.847934555555558,67.03118122222222,9
abdullah garden,33.63477375,72.98415184,9
palm city,33.583085,73.107189,9
paec employees cooperative housing society,33.480561,73.205827,9
batapur,31.59230066666667,74.48634122222222,9
jallo park road,31.57901511111111,74.48308,9
abdali road,31.568747,74.29299077777779,9
zero point,33.693798,73.06513,9
affandi colony,33.631594,73.08103,8
waris pura,31.383409,73.09710125000001,8
ismail valley,31.492433,73.058345,8
bakra mandi,33.572499,73.038762,8
abdullah city,32.614129125,72.927913,8
pak park,31.49976714625,74.24279305625001,8
youhanabad,31.411377,74.365253,8
walait homes,33.600327,73.091517,8
sunflower housing society,31.471406,74.253759,8
top city 1,33.585934,72.86881675,8
sue-e-asal,31.308211015,74.39573181125,8
golra mor,33.62563935875,72.96987168999999,8
cotton export cooperative housing society,24.999456,67.128634375,8
farooqabad,31.43086,73.118033,8
bilal gunj,31.580583125,74.30143825,8
bhatti colony,31.468716,74.319849,8
new shakrial,33.63954842125,73.1095300325,8
royal city,33.646113,73.236695,8
davis road,31.556634957500002,74.34013366375001,8
mohlanwal road,31.427103,74.17921025,8
aria mohalla,33.608375125,73.0666835,8
rabbani colony,31.389471875,73.10661825,8
hassan villas,31.431487,73.150227,8
sohan valley,33.649494,73.104401,8
chauburji chowk,31.5538130925,74.3046423575,8
chauburji park road,31.552427875,74.299507375,8
khaliq-uz-zaman road,24.83260293375,67.03808432,8
al-raheem garden,31.596761125,74.473922,8
hanif park harbanspura,31.57246875,74.42865675,8
hameedpura,31.57601725,74.401617625,8
chanman abad,33.58701194625,73.01317667875,8
khayaban-e-quaid,31.493551375,74.247411125,8
gulshan-e-hayat,31.41578,73.045905125,8
mall road,32.32006389,73.8520590625,8
sadaat town,31.47201,74.425628,8
saiden shah colony,31.541227,74.359417,8
usman town,31.46036219285714,73.09894172142857,7
university town,32.39232885714286,72.997856,7
fateh jang road,33.558220285714285,72.77895171428571,7
zaman colony,31.495177,74.37139,7
lalarukh colony,33.559778,73.013309,7
204 chak road,31.406337011428572,73.13686038571429,7
daniyal town,31.377251,73.116134,7
muslim nagar housing scheme,31.35181475285714,74.22970508,7
askari 5,33.584073,73.08662,7
eastridge housing scheme,33.55843485714286,73.09977485714286,7
hazara colony,33.588731,73.026722,7
faizabad,33.662350862857146,73.08446037571429,7
al huda town,33.641532222857144,73.19711277714285,7
shah faisal road,31.531058775714286,74.29416616428571,7
sarai kharbuza,33.680988,72.905316,7
sanda road,31.561770201428573,74.30025972,7
shanghai road,31.454513201428572,74.37549101285715,7
rehman park,31.547266,74.282459,7
bostan valley,33.565685,73.10152485714285,7
jallo,31.582246,74.49631214285715,7
passco housing society,31.455456067142855,74.22620147714285,7
kahna kacha,31.396090714285716,74.31040014285715,7
nadeem town,31.499874,74.26253,7
nadeem shaheed road,31.52299,74.298093,7
eden place housing scheme,31.394949,74.31861,7
hilal road,31.386350857142855,73.099424,7
ijp road,33.637679642857144,73.03442373428571,7
holy family road,33.63452580714286,73.05830891285714,7
railway scheme 9,33.59606,73.127045,7
nawaz colony,33.594686,73.125371,7
kacha jail road,31.451626175714285,74.34385224571429,7
bawa chack 120 jb,31.47849969857143,73.08115430428572,7
dhudi wala,31.403027384285714,73.14756565142856,7
abdullahpur,31.42388252,73.1066745042857,7
dhok chaudhrian,33.566573,72.856436,7
wahdat colony,31.515703,74.30730314285714,7
ahmad housing society,31.489617,74.247793,7
khurianwala,31.492054804285715,73.26428475142858,7
maqboolabad society,24.88555,67.063068,7
liaquat town,31.414637,73.049119,7
cooper road,31.562817,74.32728014285715,7
chohan road,31.854971905714283,74.10975582285714,7
makkah colony,31.499751,74.355125,7
chur chowk,33.60906228571428,73.00953342857143,7
misri shah,31.5838,74.339662,7
h-15,33.62185334,72.93862449000001,7
shadipura,31.599153142857144,74.40394857142857,7
h-12,33.643432714285716,72.98532428571428,7
sabzazar,33.578663,73.055352,7
walton railway officers colony,31.487950471666668,74.355962945,6
aghosh,33.557347971666665,73.14755232166667,6
aabpara coop housing society,31.443685,74.205662,6
dholanwal,31.530522635,74.28269552333333,6
pir wadhai,33.632022166666665,73.03920583333333,6
dheri hassanabad,33.5735449,73.05114179333334,6
jamil town,31.519398,74.270024,6
paf housing scheme,24.953678,67.18116,6
paradise valley,31.473035,73.195024,6
abdullah town,31.495099,74.24091,6
outfall road,31.573610286666668,74.29335260333333,6
old clifton,24.817883,67.03291416666667,6
dogech,31.548674433333332,74.42212853000001,6
nih colony,33.679961,73.147874,6
kacha ferozepur road,31.542643,74.309937,6
qasimabad,33.620031671666666,73.05907876333333,6
poonch road,31.536209,74.299921,6
police society,24.963835,67.17929166666667,6
police foundation housing society,33.474215,73.198686,6
kartar pura,33.624836,73.06359866666666,6
motorway chowk,33.63169099666666,72.93846732166666,6
multi residencia & orchards,33.717459,72.70622266666666,6
askari 8,33.605505,73.095818,6
kaleem shaheed colony no 1,31.432764000000002,73.039556,6
bostan road,33.57626277,73.10135365,6
illahi abad,31.378481000000004,73.108163,6
rasool nagar,31.400462,73.126359,6
ayub national park,33.56707316666667,73.0831925,6
amarpura,33.622472,73.071652,6
cutchi memon cooperative housing society,24.885829,67.072549,6
chapal courtyard,24.953425999999997,67.14438916666667,6
al-jadeed residency,24.931248,67.25654,6
al-haram city - phase 2,33.46168769166667,73.03191583333333,6
hamza villas,31.359542,73.064819,6
ali garden,31.381593999999996,72.979866,6
farooq colony,31.478253256666665,74.36114495166666,6
makkah commercial market,31.429796,73.151892,6
gulbahar park,31.453706999999998,74.228239,6
civil defence,31.490915,74.387413,6
al-hamd garden,31.613526500000003,74.24849166666667,6
sir syed chowk,33.64619916666667,72.97962833333334,6
gulistan colony no 2,31.44595901166667,73.09464896,6
sitara valley,31.467252,73.17525,6
al barkat villas,31.377191999999997,73.124949,6
ahmad avenue,31.44525,74.29276166666666,6
liaquat bagh,33.60636861,73.06463394166667,6
latif garden,31.468165305,73.17544767166667,6
land breeze housing society,31.418695,74.22756,6
lasani garden,31.457770999999997,73.071649,6
lalukhet,24.900299,67.032157,6
lahore canal bank cooperative housing society,31.475079895000004,74.25879585666667,6
zaman park,31.551733000000002,74.352636,5
abdul sattar edhi road,31.456185866,74.23684909400001,5
pindorian,33.645847722,73.118394908,5
paf tarnol,33.6040148,72.8446054,5
pakki thatti,31.531889834000005,74.293667914,5
pir naseer,31.560704999999995,74.4325116,5
cricket stadium road,33.681293,73.081146,5
tench road,33.581932,73.036329,5
azeem garden shahdara,31.668289559999998,74.26527257000001,5
mahmoodabad,31.4313,73.103356,5
sultan pura,31.581615,74.341853,5
green park society,31.488165,74.419307,5
al hamra town,31.448106000000003,74.257057,5
qilla gujjar singh,31.56859,74.3309208,5
raheem gardens,31.372618999999997,73.057237,5
race course road,31.549223,74.33247,5
qutbal town,33.628058,73.127508,5
divine homes,31.493338,74.416925,5
e-16,33.6546378,72.88391859999999,5
manga mandi,31.322248006000002,74.088788264,5
state bank of pakistan staff co-operative housing society,25.107539,67.152488,5
banaras colony,33.591484,73.102738,5
jaffaria colony,31.538164000000002,74.28053919999999,5
iqbal town,33.2076504,73.09523759999999,5
teacher society,24.986019,67.135864,5
rehman city - phase 4,31.579365000000003,74.25831,5
asim town,31.5725192,74.4421184,5
royal garden,31.573791,74.45408,5
rifle range road,31.489277000000005,74.376471,5
engineering co-operative housing (echs),33.655924,72.842209,5
g-12,33.659496,72.981019,5
saggian,31.601917844000003,74.241636596,5
saggian wala bypass road,31.598821199999996,74.2535844,5
lahore - jaranwala road,31.5717688,74.1977626,5
venus housing scheme,31.435546999999996,74.34876,5
ubl housing society,31.473125800000002,74.41357239999999,5
gatwala chowk,31.466749,73.191842,5
airport enclave,33.598178,72.852359,5
tip housing society,31.384746,74.261613,5
tipu road,33.604142,73.075141,5
sui gas employees cooperative housing society,31.421172000000002,74.176819,5
begampura,31.580729,74.36182,5
jora pull,31.548370874,74.40656796799999,5
hub river road,24.9608318,66.9580364,5
rajpoot town,31.450998399999996,74.2150906,5
al-manzar society,25.009434,67.128953,5
mohammad nagar,31.396139999999995,73.1181192,5
dalmia cement factory road,24.903669156,67.10228975599999,5
gulshan park,31.57134,74.394071,5
judicial town,33.796411,73.249746,5
katar bund road,31.474503,74.231476,5
education town,31.494335,74.26878,5
new shah kamal colony,31.525648999999998,74.311983,5
raza abad,31.425990000000002,73.048217,5
ilahi abad,31.378887,73.10737,5
khayaban-e-jinnah road,31.4364749,74.26094055,5
dav college road,33.610207,73.060715,5
altaf colony,31.55346,74.42452,5
nazir garden society,31.578024,74.467807,5
gulshan-e-amin,24.936510937999998,67.09351231600002,5
saidpur,31.518876999999996,74.275795,5
amir town,31.4591338,73.1824568,5
mt khan road,24.8457522,67.02214760000001,5
ahbab colony,31.485316716,74.250214618,5
chaudhary wilayat khan road,33.59019575,73.08672525,4
tezab mill road,31.41203625,73.12615925,4
azizabad,33.586559824999995,73.0294879025,4
committee chowk,33.61307654,73.0655551,4
circular road,26.66452875,68.630714,4
partal town,33.640991,73.20405,4
partab nagar,31.410645,73.061557,4
dhoke dalal road,33.624887,73.051679,4
chibban,31.434888,73.10267,4
tarogill,31.363501,74.208896,4
tariq ismail road,31.429436,74.24382,4
malik park,31.577512249999998,74.29268549999999,4
swami nagar,31.578462,74.346285,4
gohawa,31.492432,74.427974,4
airport avenue housing society,33.536143,72.755002,4
bhagatpura,31.6034216525,74.35167250750001,4
raja akhtar road,33.7464519,73.2009628,4
nighabanpura,31.434668,73.108764,4
niamuana bypass road,31.338396,73.0817325,4
qadri colony,31.48482,74.367471,4
manga - raiwind road,31.253690250000002,74.19314275,4
temple road,31.55679538,74.316655355,4
teachers society,24.978356,67.129812,4
bankers colony,33.546438,73.061718,4
dream villas,31.42668169,74.251441675,4
shahkam chowk,31.401787170000002,74.17430565000001,4
ibn-e-sina road,33.687434,73.016574,4
askari 15,33.530129,73.165253,4
ranchore line bazar,24.867863999999997,67.01440925,4
johar colony,31.4576265,73.1064445,4
shershah colony - ichra,31.536335,74.321308,4
judicial employees coop housing society,31.488279,73.211578,4
askari 11,33.598893,73.026845,4
sher shah road,31.593868,74.357405,4
sheikhupura road,31.47182625,74.1025755,4
mian mir colony,31.543577,74.36100625,4
d-14,33.70341,72.926426,4
mohallah raja sultan,33.638718,73.056339,4
capital enclave,33.578933,73.15792,4
gulshan-e-ahbab,31.492908,74.259142,4
shahra-e-usman,25.014626,67.063959,4
singhpura,31.582118,74.36491,4
gulshan dadan,33.654209,73.079503,4
al qaim town,33.646824,73.112588,4
al noor town,31.475231,74.359496,4
shiraz villas,31.493941,74.363204,4
d-13,33.692526022500005,72.93256245,4
al rehmat villas,31.410484,73.151891,4
jaffar town,31.447703,74.253495,4
chapal uptown,25.0455185,67.13858,4
queens road,31.554326355,74.32043539,4
sufiabad,31.424855,74.36697,4
imran road,31.427996574999998,73.13292773500001,4
"rawalpindi, punjab",33.58831134,73.03539276,4
rawal road,33.61854039,73.08126582,4
ravi park,31.595315,74.306502,4
mohlanwal,31.40744925,74.14065375,4
gulshan-e-umair,24.939904,67.166902,4
sally town south,31.557084,74.413786,4
ameer-ud-din park,31.553707,74.40623,4
ameen park,31.586834,74.294829,4
gulshan-e-malir,24.880438,67.179402,4
gulshan-e-millat,24.861197,67.154875,4
sarwar road,33.592961,73.06062,4
shah khawar town,31.483173,74.412546,4
allama iqbal intl airport,31.52148275,74.406797,4
mominpura road,31.598287,74.413291,4
mumtaz city,33.589205,72.860634,4
rasheed nagar,31.377236,73.067222,4
new samanabad,31.535401,74.306508,4
new katarian,33.645742,73.059804,4
eden park,31.374046,74.2138,4
heaven homes,31.4310142525,74.24416085,4
gawal mandi,33.604308,73.059168,4
12th avenue,33.624151,72.996002,4
hakim town,31.41827325,74.29391925,4
nain sukh,31.602584,74.246519,4
asf housing scheme,24.937917249999998,67.15371225,4
haji abad,31.495707,73.335301,4
royal residencia,31.395979,74.313149,4
babu sabu,31.541236,74.269202,4
bagh sardaran,33.6202,73.0544115,4
adan villas,31.57874625,74.4655245,4
afzal park,31.573847,74.427051,4
toheed park,31.5505552825,74.292169395,4
liaquat avenue,24.903123,67.1863885,4
laraib garden,24.922239,67.081284,4
lahore - kasur road,31.40694,74.360382,4
waris road,31.548423,74.319806,4
abid market,31.553670999999998,74.315586,3
garja,33.561773,72.982199,3
umt society,31.452217333333333,74.29415933333333,3
tulsa,33.567663,73.051529,3
lda city,31.375476000000003,74.302597,3
babuwala,31.400281913333334,73.01768926,3
afghanabad,31.419691,73.056715,3
frash town,33.652051,73.203666,3
kotli abdur rahman,31.578097,74.391603,3
abdullah ahmed road,24.891224000000005,66.988458,3
zeeshan colony,33.59156933333333,73.02411333333333,3
vista homes,31.469185999999997,73.095636,3
excise & taxation housing scheme,31.455720666666668,74.236336,3
naval farms housing scheme,33.721306,73.217903,3
naseerabad,33.62246948999999,72.98245806333334,3
kaleem shaheed colony no 2,31.435705306666666,73.02716962,3
rufi rose petals,24.954900493333337,67.11096349666667,3
santpura,31.414564,73.071606,3
gulzar e ahbab society,31.497267000000004,74.259941,3
nai abadi harbanspura,31.572523,74.42092,3
muzaffar colony,31.376576,73.050792,3
capital awami villas,33.356755,72.804736,3
gulshan-e-yaseen housing society,31.60885433333333,74.46042033333333,3
saman berg,31.472547333333335,74.30147,3
altaf hussain road,24.919284,66.961912,3
saifabad,31.402805666666666,73.03379866666667,3
shah town,24.852831,67.333047,3
saroba gardens housing society,31.434094,74.353151,3
muqaddas park,31.549781,74.288002,3
motorway city,31.51585,73.070791,3
mohni road,31.58278233333333,74.30258733333334,3
saqib town,31.474636,74.424378,3
bilal nagar,31.469658,73.105807,3
hanjarwal,31.487351,74.25054666666666,3
rawal enclave,33.67405933333333,73.23711966666667,3
mehmood booti,31.604659053333336,74.39339181000001,3
khawaja islam road,31.402765,73.115795,3
karim town,31.386174999999998,73.102723,3
kareem city,31.476118666666668,73.06451466666667,3
mohammadi colony,33.591045666666666,73.02166,3
chah sultan,33.62247666666667,73.075668,3
al-raziq garden,31.559283000000004,74.184612,3
gulshan-e-safeer,33.620141,72.994683,3
gulshan-e-saeed,33.553054,73.009266,3
gulshan-e-rafique,31.374963999999995,73.064997,3
ibl housing scheme,31.580485996666667,74.49024019666666,3
i. i. chundrigar road,24.849870999999997,67.008233,3
humak,33.538462,73.144913,3
atari saroba,31.429121999999996,74.369925,3
askari 9,33.60534,73.097802,3
jia baga road,31.330520713333332,74.25669576333333,3
sherwani town housing scheme,31.426172999999995,74.342422,3
gulshan view residence society,31.485859,74.376971,3
falaknaz dynasty,24.927032,67.173136,3
faiz bagh,31.583141666666666,74.33332266666667,3
cbr town phase 2,33.565513,72.921335,3
catholic colony,24.835906000000005,67.114074,3
mian aziz garden,31.588557999999995,74.496808,3
mediacom avenue,31.435489,73.140307,3
siraj-ud-daula road,24.879682,67.068985,3
al-falah cooperative housing society,31.398386,74.49425066666667,3
al rahim homes,31.480575,74.296239,3
gulistan fatima colony,33.547454,73.003426,3
gul kali,31.564922,74.428277,3
nisbat road,31.569596,74.321026,3
officer colony,31.503134,74.369437,3
bhogiwal road,31.585706666666667,74.368378,3
qazi town,31.59495,74.470518,3
inmol society,31.405492,74.405932,3
firdosi road,33.58446933333334,73.06142933333334,3
green fort,31.441417666666666,74.21137399999999,3
suhail abad,31.404308,73.098986,3
chakri,33.292707,72.759989,3
chakbeli road,33.465117973333335,73.18683201,3
chak jhumra,31.570492,73.183866,3
malir housing scheme 1,24.887319666666667,67.42972166666667,3
e-12,33.68837666666667,72.95624766666667,3
public health society,31.417420000000003,74.216552,3
jalal colony,31.56742,74.431258,3
ismail green valley,31.502916666666668,73.11398966666667,3
paf colony,31.551902,74.395579,3
old ravians co-operative housing society,24.938859999999995,67.145283,3
javed bahria coopretive housing society,24.873724999999997,66.912678,3
tali mori,33.57152511,73.04322481,3
taj residencia,33.588334,72.967379,3
taj colony,31.441186,73.09237,3
khayaban-e-zohra,31.444651000000004,74.281611,3
madina gardens,31.366071666666667,73.140108,3
surti muslim co-operative housing society,24.910215126666667,67.19853136666667,3
al jannat housing scheme,31.431346333333334,74.22012333333333,3
gor,31.543431,74.34422533333333,3
golra road,33.677901,72.956535,3
lower canal road,31.413669666666664,73.16423200000001,3
chaudhary jan colony,33.582037,73.099496,3
chaudhary colony,31.529861,74.303155,3
city villas,33.560433,73.09758,3
gobind pura,31.425064666666668,73.064164,3
ghousia colony,33.650351,73.063556,3
azmat town,33.732727,73.172035,3
athal,33.730882,73.231434,3
dhok naju,33.637677,73.053962,3
peer colony,31.481545,74.36581533333333,3
pakistan intelligence bureau housing society,33.613451,73.173232,3
pia main boulevard,31.447979673333332,74.28127076333332,3
bahadurabad,31.45156,74.377321,3
waris khan,33.61781799333334,73.065387,3
wah link road,33.742691,72.731802,3
kot khawaja saeed,31.593493975,74.35068656499999,2
zulfiqar colony,31.387105499999997,73.08827,2
kuri,33.672181,73.178586,2
tumair,33.673918,73.287952,2
umair town,31.484295,73.076408,2
umer valley,31.467841,73.17932,2
gatwala park road,31.479016,73.212276,2
zone 5,33.574998,73.315366,2
abbaspur,31.327329,72.944713,2
waris colony,31.495469,74.266505,2
crescent town,31.499019,74.263151,2
peoples colony,24.945035,67.065446,2
phulgran,33.7334407,73.204445445,2
pine villas,31.43654,74.192546,2
paf society,31.354223,74.237537,2
pechs,33.58571,72.8288575,2
jalal pura,31.258188,74.2378,2
dhoke munshi khan,33.639383,73.07736,2
dhoke ratta,33.613667,73.045885,2
azadi chowk,31.591979,74.305332,2
intelligence colony,24.841912,67.012696,2
irrigation cooperative housing society,31.4321975,74.326071,2
ismail city,31.467713,73.066284,2
jarahi,33.544434,73.045724,2
dhandharan chak 66 jb,31.390352,72.968481,2
old queens road,24.845359,67.002655,2
tandlianwala town,31.035763,73.133404,2
city garden,33.519143,72.769285,2
chaudhary park,31.583325,74.292855,2
chen one road,31.408758499999998,73.1098205,2
chungi no. 22 road,33.577827,73.041019,2
lines area,24.866179,67.03944,2
gorakhpur,33.473784,73.035702,2
green acres housing society,31.410498,74.237695,2
al fajar society,31.315039,74.373252,2
al haram garden,31.321891,74.365519,2
supreme villas,31.401094,74.363397,2
madan pura,31.433268,73.051089,2
magistrate colony,33.63618049,73.08076410000001,2
makki complex,31.45160921,74.351944455,2
malik colony,33.570802,73.001699,2
chapal skymark,24.844343,67.027389,2
mangopir,24.98174,67.035906,2
punjab small industries estate,31.498214,73.053575,2
qamar garden,31.459711,73.15537,2
qartaba chowk,31.548813,74.31505,2
dr daud pota road,24.850379404999998,67.035035655,2
dubban pura,31.518538,74.274252,2
imam bara road,33.623938,73.058936,2
azeem town,33.614726184999995,73.11861978499999,2
fda city,31.5175145,73.0840945,2
sunderdas road,31.554329,74.34699,2
akalgarh,33.620887,73.0517,2
bhaini road,31.628987,74.43975,2
bhogiwal,31.585937,74.360069,2
jamaluddin afghani road,24.884039,67.064471,2
jameel town,31.445323,73.059014,2
jan muhammad road,31.448466,74.253313,2
nizamabad,31.554802,74.400445,2
noor jahan road,31.509378,74.343787,2
dhok chiragh din,33.597141,73.070945,2
bait-ul-raza colony,31.530263,74.288435,2
maulana shaukat ali road,31.47482174,74.30175232,2
mcleod road,31.569973925,74.32888937,2
khana kacha road,31.373857,74.3559285,2
khawaja gardens,31.391758,73.106586,2
malpur,33.728623,73.145914,2
sikandar road,31.545929,74.361102,2
al madina avenue,31.417079,74.279508,2
himat pura,31.404565,73.139663,2
ibrahim colony,31.55581878,74.43189901,2
ranial,33.54107,72.979484,2
ravi gardens,31.3797955,73.1325145,2
rawat enclave,33.493769,73.202927,2
gujjarpura,31.546064,74.425321,2
gulistan-e-jinnah colony,33.660889499999996,73.08590699999999,2
al masoom town,31.394545,73.086732,2
al-hafeez garden road,31.586931,74.47206,2
sitara supreme city,31.496927,73.072362,2
sozo town,31.585078,74.484757,2
model town humak,33.538727,73.147434,2
shahpur kanjra,31.463225,74.201696,2
sher shah suri road,24.949571,67.05233150000001,2
siddiqia colony,31.603370335,74.330132265,2
bokra road,33.628883,73.000788,2
burj mandi,31.656085,73.097287,2
new green town,31.493355,73.109049,2
hawks bay scheme 42,24.897606,66.842041,2
eid gah road,31.422918,73.073695,2
embassy road,33.72666863,73.10708284,2
dhok mustaqeem road,33.611903,72.987028,2
mohan pura,33.609223,73.051007,2
karim park,31.5902345,74.3003625,2
darul aman society,24.875199,67.068398,2
khayaban-e-faisal,33.60127,73.122014,2
mian colony,31.568563,74.3922055,2
shah di khoi,31.476074835,74.298060255,2
shah rasool colony,24.810966,67.034833,2
gulshan-e-rehman,31.466619,73.186781,2
al-safaa garden,25.070455,67.013906,2
ali abad,33.639812,73.092037,2
asif town,31.407778,74.349064,2
rehmanpura (harbanspura),31.576197,74.457871,2
river view coop housing society,31.441296,74.24474,2
royal defence tower,24.831493,67.079122,2
sarafa bazar,33.617088,73.059762,2
defence fort housing scheme,31.35766,73.066266,2
dha city,31.4499,74.210572,2
munianwala,31.481746,73.196139,2
canalberg housing society,31.477038450000002,74.24660333,2
cantt view society,31.48398272,74.41556811,2
kachupura,31.58263,74.337945,2
kahuta,33.597749,73.386683,2
kahuta triangle industrial area,33.543557435,73.150255305,2
kakezai housing society,31.387238,74.313583,2
guru nanak pura,31.4357315,73.075042,2
h-11,33.651744,73.009579,2
h-9,33.677211,73.047752,2
kamala abad,33.573505499999996,73.031395,2
nasirabad,31.454915,74.254189,2
nawaban wala,31.3837945,73.06002799999999,2
nayyab villas,31.490163,74.385595,2
expo avenue society,31.456732,74.258442,2
f-9,33.701493,73.022861,2
amina park,31.489185,74.249303,2
app employees co-operative housing society,24.928572,67.157725,2
gulzar colony,31.39537,73.12216,2
empress road,31.56976,74.335463,2
kuri model town,33.681952,73.184137,2
gawalmandi,31.573197,74.325428,2
agha shahi avenue,33.664925,73.062354,2
agrics town,31.441625,74.224648,2
ahmad abad,33.570787,73.023819,2
diglus pura,31.415871,73.073577,2
babar colony,33.618157,73.109415,2
thalian,33.542908499999996,72.91427949999999,2
times residency,25.0096205,67.0530685,2
lahore cantt coop housing,31.48493,74.398034,2
"lahore, punjab",31.54577139,74.34132814,2
lakhodher,31.6099515,74.41440750000001,2
wapda colony,31.538237,74.358001,2
yasrab colony,31.413896,73.101079,1
kingdom valley islamabad,33.314539,72.772368,1
chauburji,31.554911,74.30449,1
liaqat road,31.425346,73.076227,1
lawyers society,33.548369,73.095081,1
lawyers housing society,31.431999,73.187339,1
lakshmi chowk,31.567164,74.325103,1
lakhu road,33.571735,72.95631,1
lahore villas,31.372625,74.235404,1
aiza garden,33.550364,73.150396,1
tulspura,31.581206,74.459391,1
kiran villas,31.472654,73.10188,1
badar colony,33.636856,73.038925,1
jamal homes,31.427578,74.246667,1
wireless residential colony,33.59265534,73.04282081,1
ahlu road,31.377703,74.37676,1
abu alkhair road,31.617241,74.243483,1
g. h. q,33.59248952,73.04735005,1
gawala colony,31.41698074,74.32606506,1
kala khatai road,31.665791,74.313979,1
mushtaq park - phase 3,31.582484,74.388978,1
gulshan-e-zaheer colony,33.580011,73.033071,1
gulshan-e-shamal,33.508088,73.044307,1
samanabad road,31.391063,73.071401,1
aqsa town,31.451589,73.095632,1
anarkali,31.571479,74.310125,1
ameen town,33.642884,73.051608,1
aman town,31.427965,74.287249,1
sahianwala,31.639098,73.234582,1
saadi park,31.55166,74.312382,1
saadat avenue,31.482377,74.295437,1
rehman pura,31.420826,73.051779,1
